1,1,339.1177062988281,237.77182006835938,26.350128173828125,75.20236206054688,-1,-1,-1,-1
2,1,338.56500244140625,238.64060974121094,26.514434814453125,74.08406066894531,-1,-1,-1,-1
3,1,335.7523193359375,239.311279296875,27.3624267578125,75.30575561523438,-1,-1,-1,-1
4,1,335.4832763671875,239.4916534423828,26.734161376953125,75.39942932128906,-1,-1,-1,-1
5,1,334.3249816894531,239.31895446777344,26.497802734375,75.82325744628906,-1,-1,-1,-1
6,1,333.59857177734375,239.21401977539062,26.39935302734375,76.14846801757812,-1,-1,-1,-1
7,1,332.8564453125,239.35043334960938,25.99652099609375,76.3260498046875,-1,-1,-1,-1
8,1,332.236328125,239.9170684814453,25.690673828125,76.41908264160156,-1,-1,-1,-1
9,1,331.0773620605469,241.00955200195312,25.15167236328125,75.81246948242188,-1,-1,-1,-1
10,1,330.20855712890625,241.9042205810547,25.280517578125,75.68666076660156,-1,-1,-1,-1
11,1,327.9504699707031,243.183837890625,25.42010498046875,75.55572509765625,-1,-1,-1,-1
12,1,327.5172424316406,243.8017120361328,25.28936767578125,75.40333557128906,-1,-1,-1,-1
13,1,326.47735595703125,244.32907104492188,25.58087158203125,75.38308715820312,-1,-1,-1,-1
14,1,325.5103759765625,244.4977569580078,25.76763916015625,75.59471130371094,-1,-1,-1,-1
15,1,323.4993591308594,244.21861267089844,26.499542236328125,76.18431091308594,-1,-1,-1,-1
16,1,322.178955078125,244.2639923095703,27.064544677734375,76.76432800292969,-1,-1,-1,-1
17,1,319.97637939453125,244.54823303222656,27.688720703125,77.07463073730469,-1,-1,-1,-1
18,1,317.6820068359375,244.8302459716797,28.4649658203125,77.45042419433594,-1,-1,-1,-1
19,1,313.1557312011719,246.053955078125,30.916351318359375,76.6649169921875,-1,-1,-1,-1
20,1,312.3587341308594,246.82086181640625,30.99993896484375,75.7691650390625,-1,-1,-1,-1
21,1,312.23333740234375,248.0469512939453,30.230682373046875,74.99928283691406,-1,-1,-1,-1
22,1,312.2891540527344,248.8375701904297,29.13775634765625,74.63697814941406,-1,-1,-1,-1
23,1,311.43597412109375,248.9827880859375,28.15570068359375,75.0234375,-1,-1,-1,-1
24,1,310.46588134765625,248.9829559326172,27.824798583984375,75.77043151855469,-1,-1,-1,-1
25,1,308.02825927734375,248.26014709472656,27.9622802734375,76.87236022949219,-1,-1,-1,-1
